"","marker","chr","pos","trait","lod","threshold","iteration","var_exp","eff_size","ci_l_marker","ci_l_pos","ci_r_marker","ci_r_pos","probe_chr","probe_start","probe_stop"
"158","X_15825470","X",15825470,"A_12_P101434",3.91064603895076,3.77,1,0.106573768585299,-0.325428169203555,"X_15342885",15342885,"X_16056012",16056012,"X",15842617,15842662
"159","X_14346521","X",14346521,"A_12_P101435",69.2494325944004,3.77,1,0.862660353919838,0.925869762495099,"X_14334563",14334563,"X_14477626",14477626,"X",14351752,14351911
"160","II_11324153","II",11324153,"A_12_P101461",8.34494442801722,3.77,1,0.215353093214388,-0.462590638635865,"II_10693447",10693447,"II_11654614",11654614,"II",10870586,10870645
"161","V_18035554","V",18035554,"A_12_P101483",4.49226003886312,3.77,1,0.117943357638975,-0.342347156429638,"V_17916382",17916382,"V_18174312",18174312,"V",18049813,18052237
"162","X_5361887","X",5361887,"A_12_P101488",4.46191459018479,3.77,1,0.121157194620473,0.346937051252025,"X_4630882",4630882,"X_5676445",5676445,"IV",2125973,2126032
"163","X_4758185","X",4758185,"A_12_P101501",4.34540852201693,3.77,1,0.118782703445156,0.3435205174459,"X_3789476",3789476,"X_5676445",5676445,"IV",12014273,12014332
"164","I_5480997","I",5480997,"A_12_P101523",3.82756426393251,3.77,1,0.0642535895726477,-0.252684544336223,"I_4961504",4961504,"I_6651082",6651082,"I",5979002,5979061
"165","V_17933106","V",17933106,"A_12_P101525",24.1161698694418,3.77,1,0.484050015749874,-0.695549637633285,"V_17856801",17856801,"V_17938642",17938642,"V",17895352,17895411
"166","III_483064","III",483064,"A_12_P101527",3.78149471985753,3.77,1,0.102816688347258,-0.319640489469961,"III_4664",4664,"III_836640",836640,"III",227460,227564
"167","III_4664","III",4664,"A_12_P101540",32.3451735172284,3.77,1,0.669885835534808,0.818214344271306,"III_4664",4664,"III_29436",29436,"III",106909,106968
"168","V_5237566","V",5237566,"A_12_P101543",8.32442439228584,3.77,1,0.206095555260692,0.452547629316444,"V_5235073",5235073,"V_5571503",5571503,"V",5234855,5234914
"169","I_3682557","I",3682557,"A_12_P101569",5.38586456292345,3.77,1,0.0532853301119188,-0.230188323796581,"I_3594690",3594690,"I_3923864",3923864,"I",3638708,3638764
"170","IV_15525171","IV",15525171,"A_12_P101582",4.52164086739839,3.77,1,0.119714103758898,0.344907501900629,"IV_15393010",15393010,"IV_15983752",15983752,"III",13027728,13027787
"171","X_5176675","X",5176675,"A_12_P101602",11.0507329954271,3.77,1,0.263487294123702,-0.511693405596037,"X_4891523",4891523,"X_5526747",5526747,"X",5351861,5351920
"172","II_3288020","II",3288020,"A_12_P101608",43.332798283824,3.77,1,0.670657825913259,-0.816184272501585,"II_3287146",3287146,"II_3331906",3331906,"II",3406706,3406765
"173","V_5107998","V",5107998,"A_12_P101610",4.44234384671744,3.77,1,0.111901548789727,0.333463289529756,"V_4847449",4847449,"V_6850366",6850366,"V",13668855,13668914
"174","II_9430890","II",9430890,"A_12_P101612",27.1916077313157,3.77,1,0.582707333323451,0.760678944671563,"II_9336865",9336865,"II_9651692",9651692,"II",9462467,9462526
"175","X_11328403","X",11328403,"A_12_P101614",3.9601953129807,3.77,1,0.10609926311686,-0.32470289828374,"X_9591109",9591109,"X_12932361",12932361,"IV",7635421,7635585
"176","I_2928045","I",2928045,"A_12_P101618",13.9770091416373,3.77,1,0.0719376992085809,0.269153485295655,"I_2862749",2862749,"I_2931464",2931464,"I",2907641,2907700
"177","I_4715035","I",4715035,"A_12_P101630",6.60411893833818,3.77,1,0.092278498421027,-0.302816991772967,"I_4256443",4256443,"I_4843830",4843830,"V",696733,696792
"178","II_2530349","II",2530349,"A_12_P101638",18.2184170369217,3.77,1,0.367835388312701,-0.604584120034199,"II_2513970",2513970,"II_2589650",2589650,"II",2525370,2525429
"179","V_12403730","V",12403730,"A_12_P101644",21.4040560255962,3.77,1,0.451706373064103,0.671936324980249,"V_12279420",12279420,"V_12861006",12861006,"V",12412552,12412611
"180","V_5722437","V",5722437,"A_12_P101647",13.5050062668729,3.77,1,0.302196224305789,-0.547992353159673,"V_5699019",5699019,"V_5856208",5856208,"V",5786052,5786111
"181","IV_13902731","IV",13902731,"A_12_P101648",16.2883725078013,3.77,1,0.361803650702231,-0.599606667777908,"IV_13754511",13754511,"IV_14237700",14237700,"IV",8122086,8122145
"182","IV_13356132","IV",13356132,"A_12_P101649",4.76975644800325,3.77,1,0.12872895260437,0.357636361421419,"IV_13068189",13068189,"IV_13392021",13392021,"IV",13368253,13368312
"183","I_3682557","I",3682557,"A_12_P101650",5.42039053454938,3.77,1,0.0560339301881084,-0.23670755713064,"I_3667385",3667385,"I_4187461",4187461,"III",3153231,3153290
"184","X_9642366","X",9642366,"A_12_P101679",5.60238874052974,3.77,1,0.153260405747078,0.390203413297131,"X_8058569",8058569,"X_10545442",10545442,"X",10005811,10005870
"185","IV_4656772","IV",4656772,"A_12_P101694",4.55407413562642,3.77,1,0.129203010276649,0.358231792229513,"IV_3958558",3958558,"IV_4818285",4818285,"I",13136610,13136669
"186","V_13155451","V",13155451,"A_12_P101699",14.7766916606594,3.77,1,0.338137031681487,0.579664026556324,"V_12975400",12975400,"V_13228106",13228106,"V",13553482,13553541
"187","II_13897233","II",13897233,"A_12_P101708",15.30806540956,3.77,1,0.338738681872572,-0.580179498009977,"II_13882420",13882420,"II_14071163",14071163,"II",13970590,13970649
"188","X_4167697","X",4167697,"A_12_P101711",4.42555630921175,3.77,1,0.117329814237712,-0.341455547440258,"X_3814926",3814926,"X_5361887",5361887,"X",14003031,14003090
"189","X_3843271","X",3843271,"A_12_P101729",4.46345566114652,3.77,1,0.118271059932281,-0.342822427486962,"X_3713398",3713398,"X_4501238",4501238,"V",14423926,14423985
"190","X_5569019","X",5569019,"A_12_P101732",4.79109122364182,3.77,1,0.126365091615969,0.354359058882506,"X_4630882",4630882,"X_5810100",5810100,"V",15926046,15926105
"191","V_14290503","V",14290503,"A_12_P101739",27.975653689707,3.77,1,0.516181686844613,-0.718403627375121,"V_14146627",14146627,"V_15066983",15066983,"V",14306484,14306543
"192","X_3843271","X",3843271,"A_12_P101755",3.98740966799637,3.77,1,0.106372916761113,-0.325121369193123,"X_3713398",3713398,"X_3907685",3907685,"I",8253708,8253843
"193","III_11767486","III",11767486,"A_12_P101759",8.62109415424628,3.77,1,0.216338550456697,0.463657126163832,"III_11572261",11572261,"III_11847455",11847455,"III",11831371,11831430
"194","IV_11570976","IV",11570976,"A_12_P101763",7.08582877099321,3.77,1,0.176406971800927,-0.419780803630848,"IV_10365714",10365714,"IV_12512951",12512951,"II",2521035,2521137
"195","III_1200042","III",1200042,"A_12_P101767",14.2068684753201,3.77,1,0.386115519295986,-0.618949910575554,"III_1198473",1198473,"III_1275807",1275807,"III",1261981,1262235
"196","I_13316670","I",13316670,"A_12_P101769",30.2313881331069,3.77,1,0.54026982895558,-0.732700757238855,"I_13307128",13307128,"I_13351874",13351874,"I",13337481,13337540
"197","IV_15712992","IV",15712992,"A_12_P101773",12.0654647463159,3.77,1,0.290717088759528,-0.537483655003815,"IV_15678791",15678791,"IV_15881855",15881855,"III",9710275,9710334
"198","I_12833013","I",12833013,"A_12_P101805",5.91516959612823,3.77,1,0.143692941649463,-0.377874598850861,"I_12804294",12804294,"I_12932809",12932809,"I",12852841,12852900
"199","V_9104120","V",9104120,"A_12_P101810",5.54420130914751,3.77,1,0.14195882274983,0.375587539683148,"V_8766484",8766484,"V_9985933",9985933,"V",9483074,9483133
"200","IV_7328515","IV",7328515,"A_12_P101816",51.0887296957644,3.77,1,0.750024221886188,-0.86331169829628,"IV_7283800",7283800,"IV_7396833",7396833,"IV",7349366,7349425
"201","IV_15746218","IV",15746218,"A_12_P101817",5.41739442070435,3.77,1,0.142176825446656,-0.375875819355173,"IV_15520335",15520335,"IV_15954820",15954820,"IV",15309238,15309297
"202","I_12098639","I",12098639,"A_12_P101827",5.58278445575383,3.77,1,0.114285779043798,-0.336997033457634,"I_11992373",11992373,"I_12277687",12277687,"I",12218519,12218578
"203","V_15635975","V",15635975,"A_12_P101837",7.36777058061576,3.77,1,0.18285184941699,0.42626498540865,"V_15305596",15305596,"V_15665189",15665189,"V",19873814,19873873
"204","X_5526747","X",5526747,"A_12_P101838",6.85150342794596,3.77,1,0.174802729439316,0.416777328082813,"X_4674201",4674201,"X_5810100",5810100,"IV",10478464,10478523
"205","III_1402564","III",1402564,"A_12_P101843",9.09236976721077,3.77,1,0.231441117504775,-0.47956804834368,"III_1395216",1395216,"III_1460260",1460260,"III",1409370,1409429
"206","I_12649342","I",12649342,"A_12_P101844",27.9591938410821,3.77,1,0.483716750905896,-0.693306935771962,"I_12625280",12625280,"I_12732062",12732062,"I",12667916,12667954
"207","II_13223252","II",13223252,"A_12_P101855",17.6915521783477,3.77,1,0.395225946259815,-0.626556799604437,"II_13194469",13194469,"II_13225059",13225059,"II",13437726,13437785
"208","I_13709331","I",13709331,"A_12_P101862",5.0825641306009,3.77,1,0.133501471385857,-0.364227730259996,"I_13440345",13440345,"I_13875092",13875092,"I",12978639,12978698
"209","V_12931140","V",12931140,"A_12_P101863",6.33772259409381,3.77,1,0.164190301654882,-0.403927788408086,"V_12298716",12298716,"V_13690761",13690761,"V",12812587,12812646
"210","V_708608","V",708608,"A_12_P101868",12.2352640029039,3.77,1,0.288721755958557,-0.534051088600036,"V_691031",691031,"V_1062760",1062760,"V",640878,640937
"211","III_10293762","III",10293762,"A_12_P101884",6.29544520034278,3.77,1,0.166514779938677,0.406776987023316,"III_9993581",9993581,"III_10500696",10500696,"III",10258787,10258846
"212","X_7002637","X",7002637,"A_12_P101896",7.86059450536679,3.77,1,0.203410852719294,-0.449590412687125,"X_6864316",6864316,"X_8030746",8030746,"X",7267737,7267796
"213","III_968943","III",968943,"A_12_P101899",22.8733022962224,3.77,1,0.493791096789143,-0.7026315337281,"III_943410",943410,"III_977059",977059,"III",963382,963441
"214","II_14608351","II",14608351,"A_12_P101902",6.57520925307663,3.77,1,0.169117704869618,0.409943985814718,"II_14229519",14229519,"II_15274701",15274701,"II",15115681,15115740
"215","I_9729023","I",9729023,"A_12_P101918",5.55212417901068,3.77,1,0.125223692949219,-0.352755046106094,"I_9523381",9523381,"I_10158231",10158231,"II",10242739,10242798
"216","I_9429198","I",9429198,"A_12_P101919",7.25020920766078,3.77,1,0.150804262612147,-0.387080523774598,"I_9348087",9348087,"I_9554938",9554938,"I",9472553,9472612
"217","III_681953","III",681953,"A_12_P101959",29.3235850721825,3.77,1,0.562306559355961,-0.747509224100097,"III_674333",674333,"III_865404",865404,"III",843662,843721
"218","X_5361887","X",5361887,"A_12_P101968",5.178764068238,3.77,1,0.133992413127474,0.36489682589474,"X_4630882",4630882,"X_5676445",5676445,"X",15586611,15586670
"219","II_7161299","II",7161299,"A_12_P101987",5.90479252709327,3.77,1,0.178510400469923,0.420971313563442,"II_6570733",6570733,"II_9842467",9842467,"II",8996883,8996942
"220","X_5638607","X",5638607,"A_12_P101988",11.0356810584883,3.77,1,0.273394226371222,0.521181727090175,"X_5341098",5341098,"X_5676445",5676445,"X",5465919,5465978
"221","X_4862702","X",4862702,"A_12_P102000",4.83662746448018,3.77,1,0.125084854607268,0.352559438121405,"X_4171941",4171941,"X_5676445",5676445,"IV",4119570,4119770
"222","II_1990551","II",1990551,"A_12_P102006",14.8886238603503,3.77,1,0.276014085884911,-0.523477194380823,"II_1988126",1988126,"II_2196572",2196572,"II",2103677,2103736
"223","X_3843271","X",3843271,"A_12_P102008",4.24736476575936,3.77,1,0.112890480136569,-0.334933541343417,"X_3713398",3713398,"X_4566632",4566632,"III",7567768,7567827
"224","IV_1586020","IV",1586020,"A_12_P102009",3.84571062591113,3.77,1,0.10506766375986,-0.32312050514186,"IV_1497020",1497020,"IV_1791440",1791440,"V",19608231,19608290
"225","X_3843271","X",3843271,"A_12_P102021",4.20049469000118,3.77,1,0.111718982464126,0.333191157377095,"X_3713398",3713398,"X_3863779",3863779,"III",13404106,13404165
"226","IV_15380612","IV",15380612,"A_12_P102025",7.88203939470424,3.77,1,0.197316865401255,-0.442804560530269,"IV_15108346",15108346,"IV_15442610",15442610,"IV",15110670,15110729
"227","I_1185402","I",1185402,"A_12_P102028",10.1096785574988,3.77,1,0.131150623723315,0.360860745240839,"I_1156845",1156845,"I_1234526",1234526,"I",1189766,1189825
"228","V_15619566","V",15619566,"A_12_P102032",12.4472637582489,3.77,1,0.289644077743405,0.536490835781091,"V_15339524",15339524,"V_15651566",15651566,"V",15551304,15551363
"229","X_5361887","X",5361887,"A_12_P102037",5.65042043537376,3.77,1,0.147951323920343,0.383409595599505,"X_3934740",3934740,"X_5676445",5676445,"V",17106541,17106600
"230","II_6331341","II",6331341,"A_12_P102038",35.1265884855579,3.77,1,0.643188863458608,-0.799382456898566,"II_6299394",6299394,"II_6548478",6548478,"II",6402879,6402938
"231","V_2064625","V",2064625,"A_12_P102045",3.81668801260663,3.77,1,0.104450236224208,0.32216970139901,"V_1800608",1800608,"V_2819635",2819635,"V",2100133,2100192
"232","IV_11936372","IV",11936372,"A_12_P102090",8.09574523934757,3.77,1,0.225039643609778,0.472698231188328,"IV_10743150",10743150,"IV_12722332",12722332,"IV",10325074,10325133
"233","III_2703636","III",2703636,"A_12_P102095",8.02400064021059,3.77,1,0.203755039815327,-0.449970623016097,"III_2674957",2674957,"III_2747582",2747582,"III",2707924,2707983
"234","IV_14547789","IV",14547789,"A_12_P102097",4.00473572831975,3.77,1,0.104798811562707,0.322706832187204,"IV_13418977",13418977,"IV_15091125",15091125,"IV",652286,652345
"235","II_9761097","II",9761097,"A_12_P102105",9.12461945160825,3.77,1,0.231129453696588,-0.479245041011085,"II_9360560",9360560,"II_9894694",9894694,"II",9684059,9684118
"236","V_533022","V",533022,"A_12_P102106",40.5719405980376,3.77,1,0.668217591993628,0.814871134369655,"V_532659",532659,"V_533525",533525,"V",15781894,15781953
"237","X_5576572","X",5576572,"A_12_P102115",5.64132649088325,3.77,1,0.146394705006505,0.381410518459271,"X_5383095",5383095,"X_6159202",6159202,"V",7688342,7688401
"238","X_4635054","X",4635054,"A_12_P102123",12.1013278157099,3.77,1,0.287148940267532,-0.534153504271666,"X_4504557",4504557,"X_5291269",5291269,"X",12340511,12340570
"239","V_5097086","V",5097086,"A_12_P102124",4.44427169111083,3.77,1,0.111106207258863,0.332276129267714,"V_4964433",4964433,"V_5269306",5269306,"IV",12141347,12141406
"240","II_1990551","II",1990551,"A_12_P102153",19.2432727302968,3.77,1,0.23550536292614,-0.483474777230142,"II_1988126",1988126,"II_2075279",2075279,"II",2048070,2048129
"241","V_19932372","V",19932372,"A_12_P102156",55.8758046131087,3.77,1,0.771296782977794,-0.875468937092808,"V_19900018",19900018,"V_19994937",19994937,"V",19995971,19996030
"242","V_14190544","V",14190544,"A_12_P102160",6.93116548374794,3.77,1,0.172033593595548,0.413462962438939,"V_13755243",13755243,"V_15269015",15269015,"V",13956709,13956768
"243","II_1727040","II",1727040,"A_12_P102163",13.1770550431271,3.77,1,0.273783533069069,0.521552670105742,"II_1709378",1709378,"II_1857282",1857282,"II",1944075,1944134
"244","X_5361887","X",5361887,"A_12_P102169",4.06948025423939,3.77,1,0.106958172294363,0.3260145386127,"X_4504557",4504557,"X_5676445",5676445,"IV",3138716,3138775
"245","V_12931140","V",12931140,"A_12_P102172",4.23181697138932,3.77,1,0.112940081088597,-0.335007113526261,"V_12298716",12298716,"V_13622608",13622608,"I",3651303,3651362
"246","IV_16529740","IV",16529740,"A_12_P102181",3.94917932781583,3.77,1,0.101579651323783,-0.317711796432217,"IV_15954820",15954820,"IV_17490756",17490756,"IV",17198358,17198417
"247","IV_4037719","IV",4037719,"A_12_P102184",14.6088570497832,3.77,1,0.33352394015585,0.575696365554016,"IV_3953879",3953879,"IV_4295474",4295474,"IV",4106170,4106229
"248","X_1509755","X",1509755,"A_12_P102218",3.86816704988104,3.77,1,0.105343024741306,0.323530601429641,"X_1366945",1366945,"X_2155975",2155975,"X",6949662,6949721
"249","III_2154997","III",2154997,"A_12_P102237",7.39945029333336,3.77,1,0.191613870872815,0.436340922167176,"III_2059314",2059314,"III_2340339",2340339,"III",2326831,2326890
"250","V_11513193","V",11513193,"A_12_P102257",5.32470275089042,3.77,1,0.1367612497057,0.368647685547803,"V_10121039",10121039,"V_12403730",12403730,"IV",16522549,16522608
"251","X_5291269","X",5291269,"A_12_P102269",4.20911762088387,3.77,1,0.111928403156324,0.333483003153836,"X_4284268",4284268,"X_5676445",5676445,"II",8257399,8257458
"252","X_5576572","X",5576572,"A_12_P102273",6.0702194322057,3.77,1,0.164919047706518,0.404746324737451,"X_4350782",4350782,"X_5676445",5676445,"II",14552299,14552358
"253","V_5237566","V",5237566,"A_12_P102287",3.87622075252974,3.77,1,0.104124570464524,0.321647486029719,"V_4763332",4763332,"V_5796075",5796075,"V",4902932,4902991
"254","III_12591165","III",12591165,"A_12_P102288",36.8022889828815,3.77,1,0.64809375593283,-0.802507130544496,"III_12589611",12589611,"III_12643539",12643539,"III",12596055,12596114
"255","II_1041031","II",1041031,"A_12_P102294",4.76606680808162,3.77,1,0.106707235637577,0.325618752095635,"II_6368",6368,"II_1296443",1296443,"II",1022740,1022799
"256","X_10711645","X",10711645,"A_12_P102309",9.07457512830558,3.77,1,0.224462608587111,-0.472282642141012,"X_10439641",10439641,"X_11328403",11328403,"X",10590291,10590350
"257","V_10220682","V",10220682,"A_12_P102323",5.27865532809868,3.77,1,0.151221759352717,-0.387500732109559,"V_9918470",9918470,"V_11806498",11806498,"V",10510666,10510725
"258","V_15834708","V",15834708,"A_12_P102339",6.48603808376149,3.77,1,0.162520185924536,0.399298010470101,"V_15665599",15665599,"V_16167823",16167823,"IV",11203184,11203470
"259","I_1516275","I",1516275,"A_12_P102359",4.10490643127777,3.77,1,0.040580025837691,0.200810372116093,"I_1508520",1508520,"I_1549969",1549969,"III",1672801,1672860
"260","X_5576572","X",5576572,"A_12_P102381",5.57945565642792,3.77,1,0.144915404992214,0.379478572979759,"X_4630882",4630882,"X_5922452",5922452,"X",3012449,3012558
"261","II_14608351","II",14608351,"A_12_P102396",7.38750622097413,3.77,1,0.18786272712536,0.432066199256162,"II_14218855",14218855,"II_15274701",15274701,"II",14400693,14400750
"262","V_16186731","V",16186731,"A_12_P102397",8.03214210595655,3.77,1,0.193758149613927,-0.438793282650696,"V_16060421",16060421,"V_16436223",16436223,"V",16217216,16217275
"263","V_11513193","V",11513193,"A_12_P102400",5.95378938939411,3.77,1,0.151569666890281,0.388093285879902,"V_10458053",10458053,"V_11671299",11671299,"V",10340684,10340789
"264","II_8102088","II",8102088,"A_12_P102425",10.1958922648128,3.77,1,0.254473159440199,-0.502864493992103,"II_7367480",7367480,"II_9179575",9179575,"II",8068183,8068290
